N,P,K,temperature,humidity,ph,rainfall,label,Crop,Cluster,PCA1,PCA2
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,18,1,0.027021089492704115,0.2725730176873947
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,18,2,-0.01765329735874925,0.402192696524237
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,18,1,0.12881467048889408,0.34307351900525046
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,18,1,0.046682780877114596,0.17275916852342596
13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,18,2,0.06968083827817877,0.4796515948198993
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,18,1,0.08314488920978319,0.2370542710677638
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,18,2,0.07032888785084007,0.4145722633825559
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,18,2,0.12769564229498276,0.5527597096852412
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,18,1,-0.05571220508950926,0.2925720405269601
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,18,1,0.00013662999910573332,0.26373605569296527
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas,18,1,0.017735433329374873,0.2957957537735104
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,18,1,0.06840695816316887,0.1647485453439698
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,18,2,0.0943293315138901,0.4714777321319613
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas,18,1,0.04357560548289869,0.3006997322736705
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,18,2,0.059446007128743365,0.40616444999569395
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,18,0,-0.015689739928044448,0.14929709217369286
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,18,2,0.1322321151999386,0.42604332231805314
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,18,2,0.06683826258886306,0.3312382518371375
7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas,18,1,0.13286422581679316,0.2947858261099024
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,18,1,0.021976426009766823,0.2605950788157811
35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas,18,0,-0.01486811943437359,0.10960157763088131
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,18,2,0.09308240830711173,0.3944830264640231
20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas,18,2,0.01096285398469777,0.37677504173166987
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas,18,0,0.0956389077275863,0.22840280634742674
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,18,2,0.04542247760178896,0.3082074561720886
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,13,1,0.057377026904520394,0.3043260327202142
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,13,1,0.06759338349366234,0.3454282870993314
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans,13,1,-0.020691478531224567,0.22245779478104435
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,13,1,-0.03854458613475477,0.3282132765112667
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,13,1,-0.04052824614417088,0.3100082975188285
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,13,1,-0.06590060512123293,0.26936446269525355
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,13,1,-0.006051966281209264,0.3471046060176731
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,13,1,-0.0736586075572394,0.39587193177687796
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,13,1,0.020054847510024693,0.2709477909924289
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,13,1,0.02987416986293133,0.3398617849670187
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,13,1,-0.08147649456617712,0.33178471727440767
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,13,1,-0.02180720639737146,0.3359999228723687
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,13,1,-0.05006342697319472,0.2724136980886349
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,13,1,-0.07489663474538369,0.2939494464100105
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,13,1,-0.07401799791671755,0.3314803105394915
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,13,1,0.013300524462279164,0.3304247520117877
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,13,1,-0.11361607282431548,0.3457325027813194
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,13,1,0.11535394805488901,0.48873541185888114
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,13,1,-0.01902447381203389,0.46569365420754216
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,13,1,0.057300078748194774,0.4280339418247232
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,13,1,-0.029191465738516817,0.37087423822899207
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,13,1,0.009748821593996319,0.24119242629141147
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,13,1,0.040934713231710725,0.4187619752203847
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,13,1,-0.0764915625436551,0.31590512764919787
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,13,1,-0.014259103534403773,0.3410567245974016
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,13,1,-0.02131103417653132,0.32546604154674885
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,13,1,0.09040704517550732,0.43813683153806554
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,13,1,-0.07720794294946773,0.2721244368168938
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans,13,1,-0.0018710426822172344,0.33173942399383455
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,13,1,-0.02648155047292635,0.36317381402620774
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,13,1,-0.01607067156653401,0.30374981843982174
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans,13,1,-0.010569855110354324,0.4142034696035155
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,13,1,0.0071698872238350935,0.32681806265952945
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans,13,1,0.08696619222211589,0.5012066303340144
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans,13,1,-0.057101253033224504,0.25041219639333545
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,13,1,0.02660508795037814,0.4533050249833892
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,13,1,-0.043512879547285215,0.3486271265815552
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,13,1,0.06256526676461019,0.4106588899836529
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,13,1,0.04175141255385956,0.2864469561825425
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans,13,1,-0.007477206570396742,0.4904417471142736
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,13,1,-0.036815647113424554,0.24380056797750196
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,13,1,-0.04208021692247012,0.3052339339963969
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,13,1,-0.06246153520961754,0.24328653838431635
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,13,1,-0.03818579023670973,0.3400142575037317
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,13,1,-0.05120593849619342,0.26884564292152224
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,13,1,-0.0878945011734074,0.22204326952269188
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,13,1,-0.05509079030553443,0.31673738424118075
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,13,1,-0.012402730649977009,0.45915690509830565
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,13,1,-0.0670285665015424,0.3964285286538542
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans,13,1,0.06630314733341905,0.3240753334468512
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,13,1,0.05917647605878106,0.46555395311116765
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,13,1,-0.05268237563778593,0.30664687589673084
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,13,1,-0.061871028421882864,0.27862623651335233
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,13,1,-0.14687922670894865,0.21339777602333354
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,13,1,-0.11699777895634238,0.2263837106303059
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,13,1,-0.07214023254716068,0.40157205359407805
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,13,1,-0.05540236144455039,0.29917124454964694
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,13,1,0.02008438560798989,0.3099231934930388
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,13,1,-0.06827247947875362,0.3485865512756215
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,13,1,-0.016232564409862843,0.3718790460787634
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,13,1,-0.006963609144116146,0.28586291599622143
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,13,1,-0.01875155555050862,0.31703074596264536
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,13,1,0.024923393240283316,0.41797055722831855
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,13,1,-0.05211152010526472,0.23465985761579064
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,13,1,-0.11458652011068282,0.3594638969602527
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,13,1,0.00012274679687879325,0.4836808427175958
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,13,1,-0.11179477972956388,0.21735677461582995
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,13,1,-0.06907094207470348,0.4153999846292286
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,13,1,-0.11568243321832361,0.411293911667634
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,13,1,-0.0912097734217119,0.23008403706838368
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,13,1,0.03546708492537819,0.28549472253201097
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,13,1,0.07088882700719502,0.3501256073623667
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,13,1,0.03220927077962764,0.4071157317641968
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,13,1,-0.018720518506383708,0.3143388621397376
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,13,1,-0.11743145044269046,0.2038215518968588
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,13,1,0.0413939465222094,0.3188141119268807
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,13,1,-0.028480856677327217,0.3757996410388162
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,13,1,-0.04891153013735232,0.5042985545749621
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,13,1,-0.00831813595475581,0.29173047522596796
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,13,1,0.009871213617236006,0.3378722893983834
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,13,1,-0.025981125616190273,0.33073041064705594
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,13,1,-0.0027152784416201795,0.37101533084387217
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,13,1,0.05688781093907775,0.379995621382842
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,13,1,-0.1115143691105252,0.21370124688494896
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,13,1,-0.03175815837504237,0.40250377624316497
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,13,1,-0.018812775409581275,0.27849217614892546
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,13,1,-0.017024324310461126,0.3332306948116604
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,13,1,-0.049548778238856984,0.28213072195041833
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,13,1,0.061595070888635445,0.3099498623451852
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,13,1,-0.0794062738559183,0.2535409660767252
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,13,1,-0.12916536599050332,0.21691772162884576
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,13,1,0.050905170605504674,0.30172733986110434
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,13,1,-0.04990175186306393,0.38031652553257655
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,13,1,-0.049467405814240716,0.35713839347557363
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,13,1,-0.10267932321548753,0.22084379711403743
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,13,1,0.059538328855642406,0.43639827721616553
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,13,1,-0.053449550121854206,0.2631380655911711
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,13,1,-0.08191136888899349,0.3488783572089225
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,13,1,0.05678344184643929,0.4848494126200572
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,13,1,0.04369756579823801,0.3775598223806695
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,14,1,-0.00880112883479794,0.03041859377988821
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,14,1,0.024423107018679585,0.13859362902919423
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,14,1,-0.046712807307936026,-0.0013383078298495645
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,14,1,0.017762508555101357,0.13566135053070572
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,14,1,-0.022265735395574585,0.02650696102250755
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,14,1,0.037097216469493204,0.041872062307860516
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,14,1,-0.0197849019554878,0.006702346001186831
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,14,1,-0.041981204571351426,-0.00038870128106280305
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,14,1,0.009740557389383677,0.10428824429778208
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,14,1,-0.08148087496176298,0.08066070732269774
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,14,1,-0.12218409205454392,0.0036420573350904296
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,14,1,-0.015626178205536353,0.057198966114943656
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,14,1,-0.059054736028171656,0.061075649084621604
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,14,1,-0.0815126265932845,0.03148698454177708
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,14,1,-0.08212941986159523,0.0392876265811154
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,14,1,-0.00738141657912997,-0.01151722312187172
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,14,1,-0.0014454179746533555,0.09702420770740158
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,14,1,-0.040936870311484956,0.02098497574525623
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,14,1,-0.07787365824353758,0.0696435718736075
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,14,1,-0.03809861339759337,0.0006033239762126819
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,14,1,-0.02280980890061975,0.053189747274769564
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,14,1,-0.05643108512805012,0.00970759663290589
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,14,1,-0.06232000638380904,0.05679163403984564
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,14,1,-0.10906233497998519,0.008379374205527446
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,14,1,-0.034275541715588304,0.03627059989026482
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,14,1,-0.07652915092345369,0.026660260230331922
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,14,1,0.036669489449661447,0.057186178501665505
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,14,1,-0.04617225408065844,-0.02784393880051903
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,14,1,-0.02475797008386358,-0.018507812225533778
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,14,1,0.0222243635131832,-0.005458947364553069
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,14,1,-0.11775862444968847,0.030079925442803794
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,14,1,0.013507801346584747,0.1018107841924721
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,14,1,-0.10569027854371338,-0.014411741518362105
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,14,1,-0.0414701414224127,0.106632236768578
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,14,1,0.042859575659958,0.07026559764454715
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,14,1,-0.02328392145911317,0.0730387276220231
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,14,1,0.010245117597165553,0.056339845677834226
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,14,1,-0.09860209448398896,0.036503387912496
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,14,1,-0.09575098087398445,-0.02975245829928891
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,14,1,0.004126581439272028,0.09810924313322499
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,14,1,0.0479677132849546,0.048237052752281226
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,14,1,0.019463295793436888,0.04938730725703311
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,14,1,0.07253605316406005,0.10684435570743296
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,14,1,-0.011456249569786366,0.11285885503222864
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,14,1,-0.053270196322393285,0.0017051796313551058
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,14,1,-0.04028150308374278,0.15008124567756503
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,14,1,-0.0856315646159661,-0.021432045705349796
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,14,1,-0.0977476494214483,-0.014685959131021786
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,14,1,0.08033157396118448,0.12700511276597298
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,14,1,0.02863071777996806,0.10510665917243713
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,14,1,-0.10583825366799401,-0.004929862148596259
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,14,1,-0.008317497987512539,0.03544925572061224
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,14,1,-0.08064878696969724,0.0002198799711635059
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,14,1,-0.06744934651656882,0.04014053666031243
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,14,1,0.02176649282770827,0.05681126743042213
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,14,1,-0.07364377331789067,0.07301769031516109
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,14,1,-0.03833499948170992,0.08456936441636877
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,14,1,-0.0074263280234224405,0.0949655806694265
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,14,1,-0.06190686043002001,-0.026572332560032587
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,14,1,-0.14202674719903371,-0.021400150979054955
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,14,1,-0.06916754151426897,-0.03817254540578792
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,14,1,-0.09524379811721334,0.039838892892182065
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,14,1,0.0715302588722892,0.1000721456990849
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,14,1,0.003185263671793961,0.0722451753884995
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,14,1,-0.06693028209952631,0.055001359660387994
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,14,1,-0.06071835793959522,-0.03909102043940848
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,14,1,-0.07943445123845522,-0.002500485040529866
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,14,1,-0.019943396934920542,0.13008844834763766
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,14,1,-0.10414265163255121,0.05128275398628038
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,14,1,-0.061002068069286784,0.13989606876567462
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,14,1,-0.07774248212813889,0.013267809017936385
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,14,1,-0.06965541494096927,-0.05180194516310414
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,14,1,-0.1315450597434344,0.021829937797467724
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,14,1,-0.0836404399571321,0.09741687538151385
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,14,1,-0.0795789681336846,0.07025827627014954
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,14,1,-0.003921593186031447,0.08263142487624348
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,14,1,-0.08783654035863218,0.04080590106345217
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,14,1,-0.09169966810327661,-0.026947068582913493
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,14,1,-0.020906536910665213,0.0029901244061428926
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,14,1,-0.09712909199765767,-0.002692598497743563
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,14,1,-0.13177066329482817,-0.004833285816289382
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,14,1,-0.052589908219000114,0.16032723756852627
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,14,1,-0.006677632169396434,0.1532343443052844
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,14,1,-0.07643986497191235,0.0864211634015975
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,14,1,-0.003313197248230653,0.045543651634966084
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,14,1,-0.032741549312866776,-0.02941850190117248
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,14,1,-0.025313861447443468,0.1018255184311177
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,14,1,-0.0858794572832257,0.09418812396045154
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,14,1,-0.15991776965315313,0.0013388714942809347
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,14,1,-0.12942942437586422,0.0003083645968132732
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,14,1,-0.03453006859648312,-0.002551130749616375
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,14,1,-0.04706987082129487,0.01763223075443996
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,14,1,-0.013077209132585265,0.05908858833593334
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,14,1,-0.08764011043645979,0.003343176476895119
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,14,1,-0.023154530132125647,0.15540765422393302
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean,14,1,-0.06193021147978691,0.04969944514864488
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,14,1,-0.013489396626390721,0.13214907501490808
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,14,1,-0.05714715159038541,0.07602828938404362
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,14,1,-0.05553268795600768,0.0202250726278325
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,14,1,-0.0428083217783556,0.044907127840368634
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,2,1,-0.01627938355537379,0.10806142295278674
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,2,1,0.021351847256153217,0.179298046761297
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,2,1,-0.02697695484677158,0.16871564348443388
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,2,1,0.02538335287367378,0.09706136994990566
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,2,1,-0.058857013828978344,0.13838276685842382
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,2,1,-0.10338996160067816,0.12156974456774798
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,2,1,0.016646298019224258,0.1609680767038642
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,2,1,0.005527944564061747,0.20596882416756948
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,2,1,0.0033498989102886617,0.15275716974913908
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,2,1,-0.0007597375571531819,0.12931592619992227
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,2,1,0.04635104072437297,0.18393991073450924
